         Curves of the Total Solar Eclipse of 2043 April 09         
+------------------------------------------------------------------+
|                    Rising and Setting Curves                     |
+------------------------------------------------------------------+
|      Time in UT1      |      Latitude      |      Longitude      |
|      18:00:00.00      |     11°23.14'N     |     145°20.19'W     |
|      18:00:00.00      |     11°21.70'N     |     145°25.35'W     |
|      18:00:00.00      |     11°20.25'N     |     145°30.53'W     |
|      18:00:00.00      |     11°18.81'N     |     145°35.72'W     |
|      18:00:00.00      |     11°17.38'N     |     145°40.92'W     |
|      18:00:00.00      |     11°15.94'N     |     145°46.14'W     |
|      18:00:00.00      |     11°14.51'N     |     145°51.38'W     |
|      18:00:00.00      |     11°13.09'N     |     145°56.63'W     |
|      18:00:00.00      |     11°11.66'N     |     146°01.90'W     |
|      18:00:00.00      |     11°10.24'N     |     146°07.18'W     |
|      18:00:00.00      |     11°08.82'N     |     146°12.48'W     |
|      18:00:00.00      |     11°07.41'N     |     146°17.80'W     |
|      18:00:00.00      |     11°05.99'N     |     146°23.13'W     |
|      18:00:00.00      |     11°04.58'N     |     146°28.47'W     |
|      18:00:00.00      |     11°03.18'N     |     146°33.84'W     |
|      18:00:00.00      |     11°01.77'N     |     146°39.22'W     |
|      18:00:00.00      |     11°00.37'N     |     146°44.61'W     |
|      18:00:00.00      |     10°58.98'N     |     146°50.03'W     |
|      18:00:00.00      |     10°57.58'N     |     146°55.46'W     |
|      18:00:00.00      |     10°56.19'N     |     147°00.90'W     |
|      18:00:00.00      |     10°54.80'N     |     147°06.37'W     |
|      18:00:00.00      |     10°53.41'N     |     147°11.85'W     |
|      18:00:00.00      |     10°52.03'N     |     147°17.34'W     |
|      18:00:00.00      |     10°50.65'N     |     147°22.86'W     |
|      18:00:00.00      |     10°49.27'N     |     147°28.39'W     |
|      18:00:00.00      |     10°47.90'N     |     147°33.94'W     |
|      18:00:00.00      |     10°46.52'N     |     147°39.51'W     |
|      18:00:00.00      |     10°45.15'N     |     147°45.09'W     |
|      18:00:00.00      |     10°43.79'N     |     147°50.70'W     |
|      18:00:00.00      |     10°42.42'N     |     147°56.32'W     |
|      18:00:00.00      |     10°41.06'N     |     148°01.96'W     |
|      18:00:00.00      |     10°39.70'N     |     148°07.62'W     |
|      18:00:00.00      |     10°38.35'N     |     148°13.29'W     |
|      18:00:00.00      |     10°36.99'N     |     148°18.99'W     |
|      18:00:00.00      |     10°35.64'N     |     148°24.70'W     |
|      18:00:00.00      |     10°34.29'N     |     148°30.43'W     |
|      18:00:00.00      |     10°32.95'N     |     148°36.18'W     |
|      18:00:00.00      |     10°31.60'N     |     148°41.96'W     |
|      18:00:00.00      |     10°30.26'N     |     148°47.75'W     |
|      18:00:00.00      |     10°28.92'N     |     148°53.56'W     |
|      18:00:00.00      |     10°27.59'N     |     148°59.38'W     |
|      18:00:00.00      |     10°26.25'N     |     149°05.23'W     |
|      18:00:00.00      |     10°24.92'N     |     149°11.10'W     |
|      18:00:00.00      |     10°23.59'N     |     149°16.99'W     |
|      18:00:00.00      |     10°22.27'N     |     149°22.90'W     |
|      18:00:00.00      |     10°20.94'N     |     149°28.83'W     |
|      18:00:00.00      |     10°19.62'N     |     149°34.78'W     |
|      18:00:00.00      |     10°18.30'N     |     149°40.75'W     |
|      18:00:00.00      |     10°16.98'N     |     149°46.75'W     |
|      18:00:00.00      |     10°15.67'N     |     149°52.76'W     |
|      18:00:00.00      |     10°14.36'N     |     149°58.80'W     |
|      18:00:00.00      |     10°13.04'N     |     150°04.85'W     |
|      18:00:00.00      |     10°11.74'N     |     150°10.93'W     |
|      18:00:00.00      |     10°10.43'N     |     150°17.03'W     |
|      18:00:00.00      |     10°09.13'N     |     150°23.16'W     |
|      18:00:00.00      |     10°07.82'N     |     150°29.30'W     |
|      18:00:00.00      |     10°06.52'N     |     150°35.47'W     |
|      18:00:00.00      |     10°05.23'N     |     150°41.66'W     |
|      18:00:00.00      |     10°03.93'N     |     150°47.87'W     |
|      18:00:00.00      |     10°02.63'N     |     150°54.11'W     |
|      18:00:00.00      |     10°01.34'N     |     151°00.37'W     |
|      18:00:00.00      |     10°00.05'N     |     151°06.66'W     |
|      18:00:00.00      |     09°58.76'N     |     151°12.96'W     |
|      18:00:00.00      |     09°57.48'N     |     151°19.30'W     |
|      18:00:00.00      |     09°56.19'N     |     151°25.65'W     |
|      18:00:00.00      |     09°54.91'N     |     151°32.03'W     |
|      18:00:00.00      |     09°53.63'N     |     151°38.44'W     |
|      18:00:00.00      |     09°52.35'N     |     151°44.87'W     |
|      18:00:00.00      |     09°51.07'N     |     151°51.33'W     |
|      18:00:00.00      |     09°49.79'N     |     151°57.81'W     |
|      18:00:00.00      |     09°48.52'N     |     152°04.32'W     |
|      18:00:00.00      |     09°47.24'N     |     152°10.85'W     |
|      18:00:00.00      |     09°45.97'N     |     152°17.41'W     |
|      18:00:00.00      |     09°44.70'N     |     152°24.00'W     |
|      18:00:00.00      |     09°43.43'N     |     152°30.62'W     |
|      18:00:00.00      |     09°42.16'N     |     152°37.26'W     |
|      18:00:00.00      |     09°40.90'N     |     152°43.93'W     |
|      18:00:00.00      |     09°39.63'N     |     152°50.63'W     |
|      18:00:00.00      |     09°38.37'N     |     152°57.35'W     |
|      18:00:00.00      |     09°37.11'N     |     153°04.11'W     |
|      18:00:00.00      |     09°35.84'N     |     153°10.89'W     |
|      18:00:00.00      |     09°34.58'N     |     153°17.70'W     |
|      18:00:00.00      |     09°33.32'N     |     153°24.54'W     |
|      18:00:00.00      |     09°32.06'N     |     153°31.42'W     |
|      18:00:00.00      |     09°30.81'N     |     153°38.32'W     |
|      18:00:00.00      |     09°29.55'N     |     153°45.25'W     |
|      18:00:00.00      |     09°28.29'N     |     153°52.22'W     |
|      18:00:00.00      |     09°27.04'N     |     153°59.21'W     |
|      18:00:00.00      |     09°25.78'N     |     154°06.24'W     |
|      18:00:00.00      |     09°24.53'N     |     154°13.30'W     |
|      18:00:00.00      |     09°23.28'N     |     154°20.39'W     |
|      18:00:00.00      |     09°22.02'N     |     154°27.52'W     |
|      18:00:00.00      |     09°20.77'N     |     154°34.68'W     |
|      18:00:00.00      |     09°19.52'N     |     154°41.87'W     |
|      18:00:00.00      |     09°18.27'N     |     154°49.10'W     |
|      18:00:00.00      |     09°17.02'N     |     154°56.36'W     |
|      18:00:00.00      |     09°15.76'N     |     155°03.66'W     |
|      18:00:00.00      |     09°14.51'N     |     155°10.99'W     |
|      18:00:00.00      |     09°13.26'N     |     155°18.36'W     |
|      18:00:00.00      |     09°12.01'N     |     155°25.77'W     |
|      18:00:00.00      |     09°10.76'N     |     155°33.21'W     |
|      18:00:00.00      |     09°09.51'N     |     155°40.70'W     |
|      18:00:00.00      |     09°08.26'N     |     155°48.22'W     |
|      18:00:00.00      |     09°07.00'N     |     155°55.77'W     |
|      18:00:00.00      |     09°05.75'N     |     156°03.37'W     |
|      18:00:00.00      |     09°04.50'N     |     156°11.01'W     |
|      18:00:00.00      |     09°03.25'N     |     156°18.69'W     |
|      18:00:00.00      |     09°01.99'N     |     156°26.41'W     |
|      18:00:00.00      |     09°00.74'N     |     156°34.18'W     |
|      18:00:00.00      |     08°59.48'N     |     156°41.98'W     |
|      18:00:00.00      |     08°58.22'N     |     156°49.83'W     |
|      18:00:00.00      |     08°56.97'N     |     156°57.72'W     |
|      18:00:00.00      |     08°55.71'N     |     157°05.66'W     |
|      18:00:00.00      |     08°54.45'N     |     157°13.64'W     |
|      18:00:00.00      |     08°53.19'N     |     157°21.67'W     |
|      18:00:00.00      |     08°51.92'N     |     157°29.75'W     |
|      18:00:00.00      |     08°50.66'N     |     157°37.87'W     |
|      18:00:00.00      |     08°49.39'N     |     157°46.05'W     |
|      18:00:00.00      |     08°48.12'N     |     157°54.27'W     |
|      18:00:00.00      |     08°46.85'N     |     158°02.54'W     |
|      18:00:00.00      |     08°45.58'N     |     158°10.87'W     |
|      18:00:00.00      |     08°44.30'N     |     158°19.24'W     |
|      18:00:00.00      |     08°43.03'N     |     158°27.67'W     |
|      18:00:00.00      |     08°41.75'N     |     158°36.15'W     |
|      18:00:00.00      |     08°40.47'N     |     158°44.69'W     |
|      18:00:00.00      |     08°39.18'N     |     158°53.29'W     |
|      18:00:00.00      |     08°37.89'N     |     159°01.94'W     |
|      18:00:00.00      |     08°36.60'N     |     159°10.65'W     |
|      18:00:00.00      |     08°35.31'N     |     159°19.42'W     |
|      18:00:00.00      |     08°34.01'N     |     159°28.25'W     |
|      18:00:00.00      |     08°32.71'N     |     159°37.15'W     |
|      18:00:00.00      |     08°31.40'N     |     159°46.10'W     |
|      18:00:00.00      |     08°30.09'N     |     159°55.13'W     |
|      18:00:00.00      |     08°28.78'N     |     160°04.21'W     |
|      18:00:00.00      |     08°27.46'N     |     160°13.37'W     |
|      18:00:00.00      |     08°26.13'N     |     160°22.59'W     |
|      18:00:00.00      |     08°24.81'N     |     160°31.89'W     |
|      18:00:00.00      |     08°23.47'N     |     160°41.26'W     |
|      18:00:00.00      |     08°22.13'N     |     160°50.70'W     |
|      18:00:00.00      |     08°20.79'N     |     161°00.22'W     |
|      18:00:00.00      |     08°19.44'N     |     161°09.81'W     |
|      18:00:00.00      |     08°18.08'N     |     161°19.49'W     |
|      18:00:00.00      |     08°16.72'N     |     161°29.25'W     |
|      18:00:00.00      |     08°15.35'N     |     161°39.09'W     |
|      18:00:00.00      |     08°13.97'N     |     161°49.01'W     |
|      18:00:00.00      |     08°12.59'N     |     161°59.03'W     |
|      18:00:00.00      |     08°11.19'N     |     162°09.13'W     |
|      18:00:00.00      |     08°09.79'N     |     162°19.33'W     |
|      18:00:00.00      |     08°08.38'N     |     162°29.62'W     |
|      18:00:00.00      |     08°06.97'N     |     162°40.01'W     |
|      18:00:00.00      |     08°05.54'N     |     162°50.50'W     |
|      18:00:00.00      |     08°04.10'N     |     163°01.10'W     |
+------------------------------------------------------------------+
|      19:00:00.00      |     28°49.88'N     |     134°23.53'W     |
|      19:00:00.00      |     28°49.60'N     |     134°27.64'W     |
|      19:00:00.00      |     28°49.34'N     |     134°31.75'W     |
|      19:00:00.00      |     28°49.07'N     |     134°35.86'W     |
|      19:00:00.00      |     28°48.81'N     |     134°39.98'W     |
|      19:00:00.00      |     28°48.56'N     |     134°44.11'W     |
|      19:00:00.00      |     28°48.31'N     |     134°48.23'W     |
|      19:00:00.00      |     28°48.07'N     |     134°52.37'W     |
|      19:00:00.00      |     28°47.83'N     |     134°56.50'W     |
|      19:00:00.00      |     28°47.60'N     |     135°00.64'W     |
|      19:00:00.00      |     28°47.37'N     |     135°04.79'W     |
|      19:00:00.00      |     28°47.15'N     |     135°08.93'W     |
|      19:00:00.00      |     28°46.93'N     |     135°13.09'W     |
|      19:00:00.00      |     28°46.72'N     |     135°17.24'W     |
|      19:00:00.00      |     28°46.52'N     |     135°21.40'W     |
|      19:00:00.00      |     28°46.31'N     |     135°25.57'W     |
|      19:00:00.00      |     28°46.12'N     |     135°29.74'W     |
|      19:00:00.00      |     28°45.93'N     |     135°33.91'W     |
|      19:00:00.00      |     28°45.74'N     |     135°38.09'W     |
|      19:00:00.00      |     28°45.56'N     |     135°42.27'W     |
|      19:00:00.00      |     28°45.38'N     |     135°46.46'W     |
|      19:00:00.00      |     28°45.21'N     |     135°50.65'W     |
|      19:00:00.00      |     28°45.05'N     |     135°54.85'W     |
|      19:00:00.00      |     28°44.89'N     |     135°59.05'W     |
|      19:00:00.00      |     28°44.73'N     |     136°03.25'W     |
|      19:00:00.00      |     28°44.58'N     |     136°07.46'W     |
|      19:00:00.00      |     28°44.44'N     |     136°11.67'W     |
|      19:00:00.00      |     28°44.30'N     |     136°15.89'W     |
|      19:00:00.00      |     28°44.16'N     |     136°20.11'W     |
|      19:00:00.00      |     28°44.03'N     |     136°24.34'W     |
|      19:00:00.00      |     28°43.91'N     |     136°28.57'W     |
|      19:00:00.00      |     28°43.79'N     |     136°32.81'W     |
|      19:00:00.00      |     28°43.68'N     |     136°37.05'W     |
|      19:00:00.00      |     28°43.57'N     |     136°41.29'W     |
|      19:00:00.00      |     28°43.46'N     |     136°45.54'W     |
|      19:00:00.00      |     28°43.37'N     |     136°49.80'W     |
|      19:00:00.00      |     28°43.27'N     |     136°54.05'W     |
|      19:00:00.00      |     28°43.18'N     |     136°58.32'W     |
|      19:00:00.00      |     28°43.10'N     |     137°02.58'W     |
|      19:00:00.00      |     28°43.02'N     |     137°06.86'W     |
|      19:00:00.00      |     28°42.95'N     |     137°11.13'W     |
|      19:00:00.00      |     28°42.88'N     |     137°15.41'W     |
|      19:00:00.00      |     28°42.82'N     |     137°19.70'W     |
|      19:00:00.00      |     28°42.76'N     |     137°23.99'W     |
|      19:00:00.00      |     28°42.71'N     |     137°28.29'W     |
|      19:00:00.00      |     28°42.66'N     |     137°32.58'W     |
|      19:00:00.00      |     28°42.62'N     |     137°36.89'W     |
|      19:00:00.00      |     28°42.58'N     |     137°41.20'W     |
|      19:00:00.00      |     28°42.55'N     |     137°45.51'W     |
|      19:00:00.00      |     28°42.52'N     |     137°49.83'W     |
|      19:00:00.00      |     28°42.50'N     |     137°54.15'W     |
|      19:00:00.00      |     28°42.48'N     |     137°58.48'W     |
|      19:00:00.00      |     28°42.47'N     |     138°02.82'W     |
|      19:00:00.00      |     28°42.46'N     |     138°07.15'W     |
|      19:00:00.00      |     28°42.46'N     |     138°11.50'W     |
|      19:00:00.00      |     28°42.46'N     |     138°15.84'W     |
|      19:00:00.00      |     28°42.47'N     |     138°20.20'W     |
|      19:00:00.00      |     28°42.48'N     |     138°24.55'W     |
|      19:00:00.00      |     28°42.50'N     |     138°28.91'W     |
|      19:00:00.00      |     28°42.53'N     |     138°33.28'W     |
|      19:00:00.00      |     28°42.55'N     |     138°37.65'W     |
|      19:00:00.00      |     28°42.59'N     |     138°42.03'W     |
|      19:00:00.00      |     28°42.63'N     |     138°46.41'W     |
|      19:00:00.00      |     28°42.67'N     |     138°50.80'W     |
|      19:00:00.00      |     28°42.72'N     |     138°55.19'W     |
|      19:00:00.00      |     28°42.77'N     |     138°59.59'W     |
|      19:00:00.00      |     28°42.83'N     |     139°03.99'W     |
|      19:00:00.00      |     28°42.89'N     |     139°08.39'W     |
|      19:00:00.00      |     28°42.96'N     |     139°12.80'W     |
|      19:00:00.00      |     28°43.04'N     |     139°17.22'W     |
|      19:00:00.00      |     28°43.11'N     |     139°21.64'W     |
|      19:00:00.00      |     28°43.20'N     |     139°26.07'W     |
|      19:00:00.00      |     28°43.29'N     |     139°30.50'W     |
|      19:00:00.00      |     28°43.38'N     |     139°34.94'W     |
|      19:00:00.00      |     28°43.48'N     |     139°39.38'W     |
|      19:00:00.00      |     28°43.58'N     |     139°43.83'W     |
|      19:00:00.00      |     28°43.69'N     |     139°48.28'W     |
|      19:00:00.00      |     28°43.81'N     |     139°52.74'W     |
|      19:00:00.00      |     28°43.92'N     |     139°57.20'W     |
|      19:00:00.00      |     28°44.05'N     |     140°01.67'W     |
|      19:00:00.00      |     28°44.18'N     |     140°06.14'W     |
|      19:00:00.00      |     28°44.31'N     |     140°10.62'W     |
|      19:00:00.00      |     28°44.45'N     |     140°15.11'W     |
|      19:00:00.00      |     28°44.59'N     |     140°19.59'W     |
|      19:00:00.00      |     28°44.74'N     |     140°24.09'W     |
|      19:00:00.00      |     28°44.90'N     |     140°28.59'W     |
|      19:00:00.00      |     28°45.05'N     |     140°33.09'W     |
|      19:00:00.00      |     28°45.22'N     |     140°37.60'W     |
|      19:00:00.00      |     28°45.39'N     |     140°42.12'W     |
|      19:00:00.00      |     28°45.56'N     |     140°46.64'W     |
|      19:00:00.00      |     28°45.74'N     |     140°51.17'W     |
|      19:00:00.00      |     28°45.92'N     |     140°55.70'W     |
|      19:00:00.00      |     28°46.11'N     |     141°00.24'W     |
|      19:00:00.00      |     28°46.30'N     |     141°04.78'W     |
|      19:00:00.00      |     28°46.50'N     |     141°09.33'W     |
|      19:00:00.00      |     28°46.70'N     |     141°13.89'W     |
|      19:00:00.00      |     28°46.91'N     |     141°18.45'W     |
|      19:00:00.00      |     28°47.13'N     |     141°23.01'W     |
|      19:00:00.00      |     28°47.34'N     |     141°27.58'W     |
|      19:00:00.00      |     28°47.57'N     |     141°32.16'W     |
|      19:00:00.00      |     28°47.79'N     |     141°36.74'W     |
|      19:00:00.00      |     28°48.03'N     |     141°41.33'W     |
|      19:00:00.00      |     28°48.27'N     |     141°45.93'W     |
|      19:00:00.00      |     28°48.51'N     |     141°50.53'W     |
|      19:00:00.00      |     28°48.76'N     |     141°55.13'W     |
|      19:00:00.00      |     28°49.01'N     |     141°59.74'W     |
|      19:00:00.00      |     28°49.26'N     |     142°04.36'W     |
|      19:00:00.00      |     28°49.53'N     |     142°08.98'W     |
|      19:00:00.00      |     28°49.79'N     |     142°13.61'W     |
|      19:00:00.00      |     28°50.07'N     |     142°18.24'W     |
|      19:00:00.00      |     28°50.34'N     |     142°22.89'W     |
|      19:00:00.00      |     28°50.62'N     |     142°27.53'W     |
|      19:00:00.00      |     28°50.91'N     |     142°32.18'W     |
|      19:00:00.00      |     28°51.20'N     |     142°36.84'W     |
|      19:00:00.00      |     28°51.50'N     |     142°41.51'W     |
|      19:00:00.00      |     28°51.80'N     |     142°46.18'W     |
|      19:00:00.00      |     28°52.11'N     |     142°50.85'W     |
|      19:00:00.00      |     28°52.42'N     |     142°55.53'W     |
|      19:00:00.00      |     28°52.73'N     |     143°00.22'W     |
|      19:00:00.00      |     28°53.05'N     |     143°04.92'W     |
|      19:00:00.00      |     28°53.38'N     |     143°09.62'W     |
|      19:00:00.00      |     28°53.71'N     |     143°14.32'W     |
|      19:00:00.00      |     28°54.04'N     |     143°19.04'W     |
|      19:00:00.00      |     28°54.38'N     |     143°23.76'W     |
|      19:00:00.00      |     28°54.73'N     |     143°28.48'W     |
|      19:00:00.00      |     28°55.08'N     |     143°33.21'W     |
|      19:00:00.00      |     28°55.43'N     |     143°37.95'W     |
|      19:00:00.00      |     28°55.79'N     |     143°42.70'W     |
|      19:00:00.00      |     28°56.15'N     |     143°47.45'W     |
|      19:00:00.00      |     28°56.52'N     |     143°52.20'W     |
|      19:00:00.00      |     28°56.90'N     |     143°56.97'W     |
|      19:00:00.00      |     28°57.27'N     |     144°01.74'W     |
|      19:00:00.00      |     28°57.66'N     |     144°06.51'W     |
|      19:00:00.00      |     28°58.04'N     |     144°11.30'W     |
|      19:00:00.00      |     28°58.44'N     |     144°16.08'W     |
|      19:00:00.00      |     28°58.83'N     |     144°20.88'W     |
|      19:00:00.00      |     28°59.24'N     |     144°25.68'W     |
|      19:00:00.00      |     28°59.64'N     |     144°30.49'W     |
|      19:00:00.00      |     29°00.06'N     |     144°35.31'W     |
|      19:00:00.00      |     29°00.47'N     |     144°40.13'W     |
|      19:00:00.00      |     29°00.89'N     |     144°44.96'W     |
|      19:00:00.00      |     29°01.32'N     |     144°49.79'W     |
|      19:00:00.00      |     29°01.75'N     |     144°54.64'W     |
|      19:00:00.00      |     29°02.18'N     |     144°59.48'W     |
|      19:00:00.00      |     29°02.62'N     |     145°04.34'W     |
|      19:00:00.00      |     29°03.07'N     |     145°09.20'W     |
|      19:00:00.00      |     29°03.52'N     |     145°14.07'W     |
|      19:00:00.00      |     29°03.97'N     |     145°18.95'W     |
|      19:00:00.00      |     29°04.43'N     |     145°23.83'W     |
|      19:00:00.00      |     29°04.90'N     |     145°28.72'W     |
|      19:00:00.00      |     29°05.36'N     |     145°33.62'W     |
|      19:00:00.00      |     29°05.84'N     |     145°38.52'W     |
|      19:00:00.00      |     29°06.31'N     |     145°43.44'W     |
|      19:00:00.00      |     29°06.80'N     |     145°48.35'W     |
|      19:00:00.00      |     29°07.28'N     |     145°53.28'W     |
|      19:00:00.00      |     29°07.77'N     |     145°58.21'W     |
|      19:00:00.00      |     29°08.27'N     |     146°03.15'W     |
|      19:00:00.00      |     29°08.77'N     |     146°08.10'W     |
|      19:00:00.00      |     29°09.28'N     |     146°13.06'W     |
|      19:00:00.00      |     29°09.79'N     |     146°18.02'W     |
|      19:00:00.00      |     29°10.30'N     |     146°22.99'W     |
|      19:00:00.00      |     29°10.82'N     |     146°27.96'W     |
|      19:00:00.00      |     29°11.35'N     |     146°32.95'W     |
|      19:00:00.00      |     29°11.87'N     |     146°37.94'W     |
|      19:00:00.00      |     29°12.41'N     |     146°42.94'W     |
|      19:00:00.00      |     29°12.95'N     |     146°47.94'W     |
|      19:00:00.00      |     29°13.49'N     |     146°52.96'W     |
|      19:00:00.00      |     29°14.04'N     |     146°57.98'W     |
|      19:00:00.00      |     29°14.59'N     |     147°03.01'W     |
|      19:00:00.00      |     29°15.14'N     |     147°08.04'W     |
|      19:00:00.00      |     29°15.70'N     |     147°13.09'W     |
|      19:00:00.00      |     29°16.27'N     |     147°18.14'W     |
|      19:00:00.00      |     29°16.84'N     |     147°23.20'W     |
|      19:00:00.00      |     29°17.41'N     |     147°28.27'W     |
|      19:00:00.00      |     29°17.99'N     |     147°33.34'W     |
|      19:00:00.00      |     29°18.58'N     |     147°38.43'W     |
|      19:00:00.00      |     29°19.17'N     |     147°43.52'W     |
|      19:00:00.00      |     29°19.76'N     |     147°48.62'W     |
|      19:00:00.00      |     29°20.36'N     |     147°53.73'W     |
|      19:00:00.00      |     29°20.96'N     |     147°58.84'W     |
|      19:00:00.00      |     29°21.56'N     |     148°03.97'W     |
|      19:00:00.00      |     29°22.17'N     |     148°09.10'W     |
|      19:00:00.00      |     29°22.79'N     |     148°14.24'W     |
|      19:00:00.00      |     29°23.41'N     |     148°19.39'W     |
|      19:00:00.00      |     29°24.03'N     |     148°24.54'W     |
|      19:00:00.00      |     29°24.66'N     |     148°29.71'W     |
|      19:00:00.00      |     29°25.30'N     |     148°34.88'W     |
|      19:00:00.00      |     29°25.93'N     |     148°40.06'W     |
|      19:00:00.00      |     29°26.57'N     |     148°45.25'W     |
|      19:00:00.00      |     29°27.22'N     |     148°50.45'W     |
|      19:00:00.00      |     29°27.87'N     |     148°55.66'W     |
|      19:00:00.00      |     29°28.53'N     |     149°00.87'W     |
|      19:00:00.00      |     29°29.19'N     |     149°06.10'W     |
|      19:00:00.00      |     29°29.85'N     |     149°11.33'W     |
|      19:00:00.00      |     29°30.52'N     |     149°16.57'W     |
|      19:00:00.00      |     29°31.19'N     |     149°21.82'W     |
|      19:00:00.00      |     29°31.87'N     |     149°27.08'W     |
|      19:00:00.00      |     29°32.55'N     |     149°32.35'W     |
|      19:00:00.00      |     29°33.24'N     |     149°37.63'W     |
|      19:00:00.00      |     29°33.93'N     |     149°42.92'W     |
|      19:00:00.00      |     29°34.62'N     |     149°48.21'W     |
|      19:00:00.00      |     29°35.32'N     |     149°53.51'W     |
|      19:00:00.00      |     29°36.03'N     |     149°58.83'W     |
|      19:00:00.00      |     29°36.73'N     |     150°04.15'W     |
|      19:00:00.00      |     29°37.45'N     |     150°09.48'W     |
|      19:00:00.00      |     29°38.16'N     |     150°14.82'W     |
|      19:00:00.00      |     29°38.88'N     |     150°20.17'W     |
|      19:00:00.00      |     29°39.61'N     |     150°25.53'W     |
|      19:00:00.00      |     29°40.34'N     |     150°30.90'W     |
|      19:00:00.00      |     29°41.07'N     |     150°36.28'W     |
|      19:00:00.00      |     29°41.81'N     |     150°41.67'W     |
|      19:00:00.00      |     29°42.55'N     |     150°47.07'W     |
|      19:00:00.00      |     29°43.30'N     |     150°52.48'W     |
|      19:00:00.00      |     29°44.05'N     |     150°57.89'W     |
|      19:00:00.00      |     29°44.81'N     |     151°03.32'W     |
|      19:00:00.00      |     29°45.56'N     |     151°08.76'W     |
|      19:00:00.00      |     29°46.33'N     |     151°14.20'W     |
|      19:00:00.00      |     29°47.10'N     |     151°19.66'W     |
|      19:00:00.00      |     29°47.87'N     |     151°25.13'W     |
|      19:00:00.00      |     29°48.64'N     |     151°30.60'W     |
|      19:00:00.00      |     29°49.42'N     |     151°36.09'W     |
|      19:00:00.00      |     29°50.21'N     |     151°41.59'W     |
|      19:00:00.00      |     29°51.00'N     |     151°47.09'W     |
|      19:00:00.00      |     29°51.79'N     |     151°52.61'W     |
|      19:00:00.00      |     29°52.59'N     |     151°58.14'W     |
|      19:00:00.00      |     29°53.39'N     |     152°03.68'W     |
|      19:00:00.00      |     29°54.19'N     |     152°09.23'W     |
|      19:00:00.00      |     29°55.00'N     |     152°14.79'W     |
|      19:00:00.00      |     29°55.82'N     |     152°20.36'W     |
|      19:00:00.00      |     29°56.63'N     |     152°25.94'W     |
|      19:00:00.00      |     29°57.46'N     |     152°31.53'W     |
|      19:00:00.00      |     29°58.28'N     |     152°37.13'W     |
|      19:00:00.00      |     29°59.11'N     |     152°42.75'W     |
|      19:00:00.00      |     29°59.94'N     |     152°48.37'W     |
|      19:00:00.00      |     30°00.78'N     |     152°54.01'W     |
|      19:00:00.00      |     30°01.62'N     |     152°59.65'W     |
|      19:00:00.00      |     30°02.47'N     |     153°05.31'W     |
|      19:00:00.00      |     30°03.32'N     |     153°10.98'W     |
|      19:00:00.00      |     30°04.17'N     |     153°16.66'W     |
|      19:00:00.00      |     30°05.03'N     |     153°22.35'W     |
|      19:00:00.00      |     30°05.89'N     |     153°28.05'W     |
|      19:00:00.00      |     30°06.76'N     |     153°33.77'W     |
|      19:00:00.00      |     30°07.63'N     |     153°39.49'W     |
|      19:00:00.00      |     30°08.50'N     |     153°45.23'W     |
|      19:00:00.00      |     30°09.38'N     |     153°50.98'W     |
|      19:00:00.00      |     30°10.26'N     |     153°56.74'W     |
|      19:00:00.00      |     30°11.15'N     |     154°02.52'W     |
|      19:00:00.00      |     30°12.04'N     |     154°08.30'W     |
|      19:00:00.00      |     30°12.93'N     |     154°14.10'W     |
|      19:00:00.00      |     30°13.83'N     |     154°19.91'W     |
|      19:00:00.00      |     30°14.73'N     |     154°25.73'W     |
|      19:00:00.00      |     30°15.63'N     |     154°31.57'W     |
|      19:00:00.00      |     30°16.54'N     |     154°37.41'W     |
|      19:00:00.00      |     30°17.45'N     |     154°43.27'W     |
|      19:00:00.00      |     30°18.37'N     |     154°49.15'W     |
|      19:00:00.00      |     30°19.29'N     |     154°55.03'W     |
|      19:00:00.00      |     30°20.21'N     |     155°00.93'W     |
|      19:00:00.00      |     30°21.14'N     |     155°06.84'W     |
|      19:00:00.00      |     30°22.07'N     |     155°12.76'W     |
|      19:00:00.00      |     30°23.01'N     |     155°18.70'W     |
|      19:00:00.00      |     30°23.95'N     |     155°24.65'W     |
|      19:00:00.00      |     30°24.89'N     |     155°30.61'W     |
|      19:00:00.00      |     30°25.84'N     |     155°36.59'W     |
|      19:00:00.00      |     30°26.79'N     |     155°42.57'W     |
|      19:00:00.00      |     30°27.74'N     |     155°48.58'W     |
|      19:00:00.00      |     30°28.70'N     |     155°54.59'W     |
|      19:00:00.00      |     30°29.66'N     |     156°00.62'W     |
|      19:00:00.00      |     30°30.62'N     |     156°06.67'W     |
|      19:00:00.00      |     30°31.59'N     |     156°12.73'W     |
|      19:00:00.00      |     30°32.56'N     |     156°18.80'W     |
|      19:00:00.00      |     30°33.54'N     |     156°24.88'W     |
|      19:00:00.00      |     30°34.51'N     |     156°30.98'W     |
|      19:00:00.00      |     30°35.50'N     |     156°37.10'W     |
|      19:00:00.00      |     30°36.48'N     |     156°43.23'W     |
|      19:00:00.00      |     30°37.47'N     |     156°49.37'W     |
|      19:00:00.00      |     30°38.46'N     |     156°55.53'W     |
|      19:00:00.00      |     30°39.46'N     |     157°01.70'W     |
|      19:00:00.00      |     30°40.46'N     |     157°07.89'W     |
|      19:00:00.00      |     30°41.46'N     |     157°14.09'W     |
|      19:00:00.00      |     30°42.47'N     |     157°20.31'W     |
|      19:00:00.00      |     30°43.48'N     |     157°26.54'W     |
|      19:00:00.00      |     30°44.49'N     |     157°32.79'W     |
